'flickr', 'using_id', 'img_loc', 'the_image', 'img_width', 'img_height', 'crop_coords', 'do_img_at', 'full_id', 'r_min', 'r_max', 'r_mean', 'r_mode', 'g_min', 'g_max', 'g_mean', 'g_mode', 'b_min', 'b_max', 'b_mean', 'b_mode', 'center_rgb', 'post_num_regions', 'post_top_hsl', 'post_top_count', 'post_2_hsl', 'post_2_count', 'post_3_hsl', 'post_3_count', 'post_4_hsl', 'post_4_count', 'post_5_hsl', 'post_5_count', 'post_6_hsl', 'post_6_count', 'center_hsl', 'full_red_count', 'visib_red_count', 'vivid_red_count', 'full_orange_count', 'visib_orange_count', 'vivid_orange_count', 'full_yellow_count', 'visib_yellow_count', 'vivid_yellow_count', 'full_green_count', 'visib_green_count', 'vivid_green_count', 'full_cyan_count', 'visib_cyan_count', 'vivid_cyan_count', 'full_blue_count', 'visib_blue_count', 'vivid_blue_count', 'full_purple_count', 'visib_purple_count', 'vivid_purple_count', 'full_mag_count', 'visib_mag_count', 'vivid_mag_count', 'vivid_count', 'sat_min_val', 'sat_25_val', 'sat_50_val', 'sat_75_val', 'sat_max_val', 'hue_mean_val', 'sat_mean_val', 'light_mean_val', 'light_max_val', 'light_max_count', 'light_min_val', 'light_min_count', 'light_25_value', 'light_50_value', 'light_75_value', 'gen_bright_count', 'gen_dark_count', 'common_hsl_1_val', 'common_hsl_1_count', 'common_hsl_2_val', 'common_hsl_2_count', 'common_hsl_3_val', 'common_hsl_3_count', 'common_hsl_4_val', 'common_hsl_4_count'
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51278877462,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x214F3B04A50>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698546331.2529156,5127887746200,0.0,255.0,118.33762951033545,103848,0.0,255.0,111.12071461023798,120398,0.0,255.0,121.38600235034926,93032,"(66, 61, 72)",277,"(39.000000000000064, 0.26315789473684187, 0.8509803921568627)",1855729,"(250.43478260869566, 0.20353982300884954, 0.22156862745098038)",378039,"(247.05882352941174, 0.31481481481481477, 0.21176470588235297)",210534,"(53.68421052631581, 0.575757575757576, 0.9352941176470588)",172839,"(249.60000000000002, 0.1773049645390071, 0.27647058823529413)",53328,"(232.94117647058826, 0.3669064748201439, 0.27254901960784317)",19669,"[267.2727272727273, 0.0827067669172932, 0.2607843137254902]",187373,37,4,351362,19,1,698602,2,0,321,0,0,16820,166,0,193579,17193,0,1407230,15002,0,296585,5,0,5,0.0,0.10303030303030304,0.2040816326530612,0.32432432432432423,1.0,177.32296258225085,0.23506658942009337,0.4627017276107161,1.0,19666,0.041176470588235294,53,0.2588235294117647,0.3411764705882353,0.7313725490196079,411303,66291,"(252.00000000000003, 0.30973451327433627, 0.2215686274509804)",17197,"(254.21052631578945, 0.3584905660377359, 0.20784313725490194)",16906,"(252.72727272727272, 0.27731092436974786, 0.23333333333333334)",16633,"(253.125, 0.2580645161290323, 0.2431372549019608)",15613
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52617833408,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x26365E8D0D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698546919.068595,5261783340800,46.0,255.0,170.2554475289804,121947,53.0,255.0,162.14083353678384,144966,0.0,255.0,144.52588639435945,143390,"(199, 197, 179)",76,"(60.0, 0.06358381502890183, 0.6607843137254902)",6942759,"(107.99999999999996, 0.07142857142857147, 0.27450980392156865)",36396,"(44.04255319148936, 0.45631067961165045, 0.596078431372549)",9101,"(31.111111111111104, 0.15606936416184983, 0.6607843137254902)",4964,"(50.76923076923081, 1.0, 0.9745098039215686)",4410,"(97.49999999999987, 0.09523809523809526, 0.8352941176470587)",2676,"[54.00000000000003, 0.15151515151515157, 0.7411764705882353]",8842,484,0,1849138,8148,0,4938237,89983,0,269909,0,0,10843,0,0,119,0,0,287,0,0,513,35,0,0,0.0,0.08108108108108104,0.11382113821138212,0.21848739495798314,1.0,46.70563042162249,0.18213737593561094,0.6181269000904572,0.9980392156862745,10922,0.13725490196078433,1,0.5078431372549019,0.5941176470588235,0.7392156862745098,453011,1,"(32.14285714285713, 0.2456140350877195, 0.7764705882352941)",8038,"(41.99999999999997, 0.11235955056179768, 0.6509803921568628)",5519,"(32.14285714285713, 0.25000000000000017, 0.7803921568627451)",5318,"(34.28571428571427, 0.2456140350877195, 0.7764705882352941)",5089
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557428.0814362,5241036898902,0.0,255.0,135.13060481805653,6740,0.0,255.0,133.2819635575402,6337,0.0,255.0,130.34555250877952,5711,"(162, 161, 158)",28,"(39.999999999999815, 0.025423728813559355, 0.5372549019607844)",290151,"(214.54545454545453, 0.15789473684210523, 0.5901960784313726)",7985,"(45.00000000000005, 0.01694915254237288, 0.4627450980392157)",6779,"(49.65517241379308, 0.29896907216494856, 0.8098039215686275)",5786,"(240.0, 0.00558659217877101, 0.3509803921568627)",5292,"(36.0, 0.028901734104046135, 0.6607843137254902)",4410,"[45.0, 0.02105263157894729, 0.6274509803921569]",44566,0,0,96915,2,0,151188,1,0,4269,0,0,20342,1,0,16163,0,0,10279,0,0,9657,0,0,0,0.0,0.013953488372092974,0.030837004405286358,0.05511811023622028,1.0,68.60069179944446,0.04546680345070038,0.5205665649539525,1.0,97,0.0,20,0.4196078431372549,0.5156862745098039,0.6196078431372549,4294,264,"(0.0, 0.0, 0.3215686274509804)",1099,"(0.0, 0.0, 0.32941176470588235)",1098,"(0.0, 0.0, 0.3333333333333333)",1045,"(0.0, 0.0, 0.3137254901960784)",1037,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557442.859335,5241036898903,28.0,241.0,161.64854463545862,7429,0.0,237.0,156.77113021252757,7614,0.0,232.0,149.95902629459752,7827,"(206, 201, 195)",16,"(29.999999999999915, 0.0657894736842105, 0.7019607843137254)",306725,"(32.3076923076923, 0.05777777777777783, 0.5588235294117647)",19099,"(36.92307692307687, 0.05138339920948615, 0.503921568627451)",4043,"(32.727272727272755, 0.04526748971193417, 0.4764705882352941)",3109,"(45.00000000000005, 0.04123711340206185, 0.6196078431372549)",1626,"(39.999999999999964, 0.03797468354430378, 0.4647058823529412)",1375,"[32.72727272727271, 0.10091743119266071, 0.7862745098039216]",3645,0,0,178109,0,0,160396,4,0,49,0,0,10,0,0,7,0,0,95,0,0,421,0,0,0,0.0,0.047058823529411764,0.0666666666666666,0.08235294117647061,1.0,36.046437795332,0.06628516613263682,0.610995248559842,0.9274509803921569,3,0.054901960784313725,2,0.5352941176470588,0.6235294117647059,0.696078431372549,227,20,"(32.3076923076923, 0.08843537414965995, 0.711764705882353)",1143,"(32.30769230769237, 0.08609271523178798, 0.7039215686274509)",1109,"(36.92307692307689, 0.07975460122699395, 0.6803921568627451)",1012,"(34.28571428571434, 0.076086956521739, 0.6392156862745098)",989,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557458.650918,5241036898904,50.0,255.0,204.95310149844502,30221,53.0,255.0,202.41477240599377,40270,59.0,255.0,193.25959852982754,23965,"(240, 251, 247)",51,"(60.0, 0.06403940886699512, 0.6019607843137255)",123262,"(90.0, 0.5, 0.9921568627450981)",76843,"(340.90909090909093, 0.23913043478260881, 0.8196078431372549)",71812,"(34.28571428571415, 0.034825870646766184, 0.6058823529411765)",25144,"(279.99999999999966, 0.3333333333333354, 0.9823529411764707)",10721,"(70.4347826086957, 0.16312056737588654, 0.723529411764706)",4343,"[158.18181818181822, 0.5789473684210524, 0.9627450980392156]",99788,0,0,5337,0,0,115290,4,0,76013,0,0,35947,0,0,4277,0,0,8433,1,0,8615,0,0,0,0.0,0.0909090909090908,0.19672131147540986,0.3437499999999995,1.0,137.3056436055909,0.2733771312434081,0.7860544329691168,1.0,35064,0.21372549019607845,1,0.7039215686274509,0.7784313725490196,0.8784313725490196,111566,0,"(0.0, 0.0, 1.0)",18275,"(60.0, 1.0, 0.9980392156862745)",3117,"(60.0, 1.0, 0.996078431372549)",1446,"(180.0, 1.0, 0.9980392156862745)",1188,4
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557472.4610512,5241036898905,0.0,255.0,153.80213729505954,4276,0.0,255.0,140.95845334968843,4482,0.0,255.0,137.39633324936753,4762,"(72, 74, 78)",30,"(340.00000000000006, 0.012765957446808526, 0.4607843137254902)",198347,"(29.999999999999915, 0.07142857142857138, 0.7254901960784315)",115636,"(3.6363636363636265, 0.3626373626373625, 0.8215686274509804)",16973,"(2.06896551724137, 0.1300448430493274, 0.5627450980392157)",5263,"(3.5294117647059164, 0.18478260869565233, 0.6392156862745098)",3882,"(1.81818181818181, 0.35483870967741926, 0.8176470588235294)",2834,"[219.99999999999997, 0.04000000000000004, 0.29411764705882354]",130446,7,0,135868,1,0,29185,0,0,1328,0,0,8018,0,0,24765,0,0,25203,0,0,10415,0,0,0,0.0,0.03797468354430366,0.09259259259259255,0.16000000000000006,1.0,75.86641494979816,0.12619268136181438,0.5706257461092796,1.0,72,0.0,2,0.41960784313725485,0.5862745098039216,0.7176470588235294,16158,238,"(240.0, 0.016949152542372902, 0.34705882352941175)",966,"(240.0, 0.022988505747126436, 0.3411764705882353)",898,"(224.99999999999983, 0.02197802197802198, 0.35686274509803917)",889,"(216.0, 0.028571428571428633, 0.3431372549019608)",889,5
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557485.8070788,5241036898906,0.0,255.0,167.2865136185013,4651,0.0,255.0,165.14645252721442,4849,0.0,255.0,161.6269761506843,4987,"(227, 226, 219)",49,"(31.999999999999993, 0.08571428571428573, 0.6568627450980392)",225288,"(17.99999999999995, 0.04273504273504271, 0.5411764705882354)",50751,"(222.85714285714286, 0.05343511450381677, 0.2568627450980392)",11776,"(37.49999999999997, 0.03333333333333333, 0.47058823529411764)",8888,"(230.00000000000003, 0.07142857142857152, 0.8352941176470587)",5408,"(60.0, 0.00806451612903223, 0.48627450980392156)",4374,"[52.50000000000002, 0.12499999999999994, 0.8745098039215686]",22374,0,0,101021,0,0,157698,0,0,9756,0,0,25063,0,0,17812,0,0,13336,0,0,7164,0,0,0,0.0,0.022727272727272974,0.041237113402061855,0.08333333333333343,1.0,75.68751402491405,0.08120201653769461,0.6450732847454894,1.0,5656,0.0,1,0.5156862745098039,0.6470588235294117,0.7725490196078431,52006,28,"(60.0, 1.0, 0.9882352941176471)",1264,"(220.00000000000006, 0.04347826086956516, 0.2705882352941177)",717,"(220.00000000000006, 0.04109589041095886, 0.28627450980392155)",689,"(219.99999999999997, 0.04477611940298513, 0.2627450980392157)",682,6
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557500.8230126,5241036898907,53.0,255.0,189.43415281423157,22473,0.0,255.0,180.57448818897637,22137,0.0,255.0,165.51330125400992,11659,"(169, 144, 115)",25,"(36.0, 0.08064516129032256, 0.4862745098039216)",176557,"(60.0, 0.04065040650406512, 0.7588235294117647)",92126,"(32.72727272727272, 0.22680412371134032, 0.6196078431372549)",17670,"(78.75, 0.2285714285714285, 0.7254901960784313)",8055,"(84.44444444444447, 0.4285714285714288, 0.8764705882352941)",7786,"(53.33333333333336, 0.08256880733944952, 0.7862745098039217)",5817,"[32.22222222222222, 0.23893805309734506, 0.5568627450980392]",22103,0,0,127970,1,0,151205,4,0,36358,8,0,3741,0,0,22,0,0,235,0,0,1266,0,0,0,0.0,0.08280254777070072,0.1884057971014492,0.26582278481012667,1.0,49.40351369239074,0.24928340568727933,0.698789208538475,1.0,20997,0.10980392156862745,3,0.5823529411764705,0.6980392156862745,0.8176470588235294,68685,4,"(0.0, 0.0, 1.0)",10760,"(60.0, 1.0, 0.9980392156862745)",2848,"(60.0, 1.0, 0.996078431372549)",1717,"(31.698113207547177, 0.2376681614349775, 0.5627450980392157)",1182,7
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557511.8625176,5241036898908,0.0,255.0,178.16238604141483,5017,0.0,250.0,157.0640935844282,4709,0.0,247.0,149.51410714083983,5316,"(235, 203, 192)",13,"(18.461538461538435, 0.31707317073170743, 0.7588235294117647)",255271,"(8.571428571428534, 0.04964539007092201, 0.27647058823529413)",75155,"(23.99999999999998, 0.05376344086021508, 0.3647058823529412)",7725,"(19.999999999999957, 0.08823529411764695, 0.7333333333333334)",6135,"(354.0, 0.25862068965517254, 0.7725490196078432)",1712,"(350.0, 0.2647058823529413, 0.7333333333333334)",1526,"[15.348837209302314, 0.5180722891566261, 0.8372549019607842]",130203,60,0,189043,7,0,22783,0,0,753,0,0,972,0,0,129,0,0,707,0,0,9486,0,0,0,0.0,0.08108108108108099,0.251231527093596,0.45833333333333337,1.0,39.13792904658269,0.29596138771809866,0.6421221576668263,0.9843137254901961,15,0.0,3,0.4784313725490196,0.7098039215686274,0.8254901960784313,66613,583,"(0.0, 0.0, 0.1803921568627451)",3189,"(0.0, 0.0, 0.16862745098039217)",2631,"(0.0, 0.0, 0.19607843137254902)",2627,"(0.0, 0.0, 0.20784313725490197)",1917,8
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",52410368989,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1539x2048 at 0x28B85F5A010>,1539,2048,"[(0, 0, 507, 675), (0, 675, 507, 1372), (0, 1372, 507, 2048), (507, 0, 1031, 675), (507, 675, 1031, 1372), (507, 1372, 1031, 2048), (1031, 0, 1539, 675), (1031, 675, 1539, 1372), (1031, 1372, 1539, 2048)]",1698557522.710486,5241036898909,0.0,255.0,180.3100626659833,10034,0.0,255.0,179.2348372781065,13646,0.0,255.0,177.46599671527744,6210,"(249, 249, 248)",40,"(45.0, 0.01694915254237282, 0.5372549019607843)",180551,"(60.0, 0.14285714285714382, 0.9588235294117646)",70817,"(180.0, 0.007299270072992675, 0.7313725490196078)",12982,"(40.0, 0.06666666666666637, 0.9117647058823529)",12625,"(15.000000000000053, 0.04938271604938272, 0.3176470588235294)",10499,"(29.999999999999574, 0.01666666666666684, 0.7647058823529411)",7684,"[60.0, 0.07692307692307676, 0.9745098039215686]",68514,0,0,66213,0,0,113764,0,0,21851,0,0,17703,0,0,8855,0,0,25811,0,0,20697,0,0,0,0.0,0.012765957446808463,0.030769230769230663,0.05882352941176464,1.0,87.25644786945908,0.09329853849935356,0.7018106456345757,1.0,22622,0.041176470588235294,9,0.5941176470588235,0.6862745098039216,0.8254901960784313,77501,58,"(60.0, 1.0, 0.996078431372549)",3325,"(60.0, 1.0, 0.9980392156862745)",2656,"(0.0, 0.0, 1.0)",1085,"(60.0, 1.0, 0.9941176470588236)",946,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51407490100,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B8A3723D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698557538.578239,5140749010000,0.0,255.0,155.21553957903828,233872,0.0,255.0,150.3745906971119,230642,0.0,255.0,145.06688379358363,183798,"(226, 219, 210)",233,"(187.50000000000009, 0.04444444444444444, 0.35294117647058826)",6558983,"(30.0, 0.18918918918918923, 0.8549019607843137)",45731,"(33.33333333333332, 0.18, 0.803921568627451)",44384,"(28.235294117647065, 0.1827956989247312, 0.8176470588235294)",40819,"(30.0, 0.2, 0.8431372549019608)",40281,"(28.23529411764702, 0.195402298850575, 0.8294117647058823)",40238,"[33.749999999999986, 0.21621621621621614, 0.8549019607843137]",566208,25,0,2487506,3222,0,1438499,22,0,224493,0,0,1858595,0,0,101754,0,0,198245,0,0,202588,0,0,0,0.0,0.038961038961038946,0.06976744186046512,0.1961722488038277,1.0,93.77326796130146,0.1218457723603418,0.5894982268001695,1.0,592,0.0,2,0.3568627450980392,0.5666666666666667,0.8431372549019608,1474558,381,"(33.749999999999986, 0.21052631578947364, 0.8509803921568627)",72671,"(33.749999999999986, 0.21621621621621614, 0.8549019607843137)",52874,"(186.66666666666666, 0.0559006211180124, 0.3156862745098039)",49039,"(193.3333333333334, 0.05454545454545452, 0.3235294117647059)",48385,9
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51407490100,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B8A3723D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698557730.980998,5140749010001,21.0,255.0,113.39978697978906,36802,43.0,255.0,117.87318543149581,36668,39.0,255.0,118.46555567101366,36228,"(70, 78, 80)",22,"(195.00000000000006, 0.04444444444444444, 0.35294117647058826)",633549,"(345.0, 0.06451612903225783, 0.8784313725490196)",116864,"(240.0, 0.023255813953488292, 0.7470588235294118)",1567,"(270.0, 0.022471910112359467, 0.6509803921568628)",1450,"(270.0, 0.010204081632653026, 0.615686274509804)",1363,"(215.99999999999983, 0.027624309392265248, 0.6450980392156862)",1353,"[191.99999999999994, 0.06666666666666661, 0.29411764705882354]",33714,0,0,11787,0,0,49536,0,0,51569,0,0,492722,0,0,50405,0,0,56873,0,0,23274,0,0,0,0.0,0.035175879396984945,0.04395604395604395,0.05454545454545452,1.0,175.60489118577095,0.045873947594358366,0.45569483708691033,1.0,47,0.12549019607843137,2,0.3313725490196079,0.37450980392156863,0.44901960784313727,111210,5,"(193.3333333333334, 0.05454545454545452, 0.3235294117647059)",16586,"(193.3333333333333, 0.053254437869822466, 0.33137254901960783)",16121,"(186.66666666666666, 0.0559006211180124, 0.3156862745098039)",15889,"(187.50000000000009, 0.046511627906976744, 0.33725490196078434)",15025,1
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51407490100,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B8A3723D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698557750.6610124,5140749010002,84.0,245.0,215.292501888693,57050,82.0,244.0,211.47134223117604,39563,90.0,248.0,211.37895492319316,32102,"(228, 225, 225)",74,"(255.0, 0.083333333333333, 0.9058823529411765)",668060,"(220.00000000000003, 0.037037037037037084, 0.4764705882352941)",53672,"(300.0, 0.05263157894736843, 0.7019607843137254)",4646,"(260.0, 0.028846153846153747, 0.592156862745098)",4328,"(270.0000000000002, 0.04000000000000013, 0.803921568627451)",3515,"(264.0, 0.0442477876106193, 0.7784313725490196)",2986,"[0.0, 0.05263157894736871, 0.888235294117647]",241430,0,0,215457,0,0,20067,0,0,5112,0,0,17083,0,0,9635,0,0,133139,0,0,152277,0,0,0,0.0,0.044776119402984926,0.06896551724137953,0.11111111111111117,0.33333333333333287,139.13534499773354,0.08129140208613338,0.8353089580833593,0.9647058823529412,19,0.33725490196078434,1,0.8411764705882353,0.8764705882352941,0.9,562977,0,"(12.00000000000027, 0.09803921568627463, 0.8999999999999999)",6553,"(319.99999999999983, 0.054545454545454834, 0.892156862745098)",6438,"(259.99999999999983, 0.07692307692307737, 0.9235294117647059)",6365,"(11.99999999999993, 0.09433962264150957, 0.896078431372549)",6121,2
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51407490100,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B8A3723D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698557774.1335304,5140749010003,0.0,237.0,112.67567735907816,29583,0.0,232.0,112.32199340807641,28584,0.0,232.0,107.22860868888196,31352,"(89, 90, 82)",6,"(71.99999999999996, 0.020576131687242784, 0.4764705882352941)",643924,"(348.0, 0.07692307692307665, 0.8725490196078431)",121849,"(342.85714285714266, 0.04347826086956523, 0.6843137254901961)",1709,"(5.45454545454543, 0.07692307692307704, 0.7196078431372549)",1292,"(15.99999999999997, 0.07537688442211042, 0.6098039215686275)",1138,"(336.0000000000001, 0.041322314049586854, 0.7627450980392156)",728,"[67.50000000000009, 0.046511627906976744, 0.33725490196078434]",58794,0,0,83774,0,0,529746,0,0,53823,0,0,32144,0,0,2238,0,0,1851,0,0,8270,0,0,0,0.0,0.017543859649122827,0.035175879396984945,0.06329113924050628,1.0,70.54354541980297,0.05092167269835977,0.4326630424826421,0.9176470588235295,37,0.0,2,0.32156862745098036,0.3686274509803922,0.4215686274509804,55706,32,"(74.99999999999994, 0.045454545454545456, 0.34509803921568627)",15202,"(73.33333333333329, 0.053254437869822466, 0.33137254901960783)",15053,"(67.50000000000009, 0.046511627906976744, 0.33725490196078434)",14922,"(67.49999999999997, 0.0449438202247191, 0.34901960784313724)",14921,3
"[FlickrAPI for key ""82fbf72fad4735faa2b9652df0961703""]",51407490100,current_img.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2304x3072 at 0x28B8A3723D0>,2304,3072,"[(0, 0, 760, 1013), (0, 1013, 760, 2058), (0, 2058, 760, 3072), (760, 0, 1543, 1013), (760, 1013, 1543, 2058), (760, 2058, 1543, 3072), (1543, 0, 2304, 1013), (1543, 1013, 2304, 2058), (1543, 2058, 2304, 3072)]",1698557793.4919243,5140749010004,0.0,255.0,114.60259411809945,42761,28.0,255.0,118.65230042651154,42235,28.0,253.0,118.10532174956725,42556,"(84, 90, 92)",22,"(80.00000000000003, 0.02500000000000003, 0.47058823529411764)",631402,"(42.85714285714293, 0.15555555555555564, 0.8235294117647058)",140545,"(196.36363636363632, 0.0521327014218009, 0.5862745098039215)",2247,"(200.00000000000006, 0.04712041884816766, 0.6254901960784314)",2208,"(25.000000000000025, 0.06741573033707873, 0.6509803921568628)",1935,"(0.0, 0.0055248618784530185, 0.6450980392156863)",1620,"[194.99999999999994, 0.045454545454545456, 0.34509803921568627]",14418,0,0,120290,0,0,35122,0,0,20595,0,0,570663,0,0,26597,0,0,3170,0,0,2324,0,0,0,0.0,0.0344827586206896,0.049504950495049535,0.06748466257668714,1.0,152.14385066522848,0.06486167899183595,0.4570934597780998,0.996078431372549,424,0.054901960784313725,1,0.32745098039215687,0.3686274509803922,0.4607843137254902,122750,4,"(186.66666666666666, 0.0559006211180124, 0.3156862745098039)",25485,"(193.3333333333334, 0.05454545454545452, 0.3235294117647059)",25189,"(193.3333333333333, 0.053254437869822466, 0.33137254901960783)",24000,"(191.99999999999994, 0.06329113924050628, 0.30980392156862746)",23102,4
